time,TAMB,seno_mes,cos_mes,media_movel_3m,media_movel_12m,std_movel_3m,std_movel_12m,TARGET
2000-12-01,25.683870967741935,-2.4492935982947064e-16,1.0,24.792724014336915,23.242925472747498,0.7721233247629553,2.3092087695622703,26.938709677419357
2001-01-01,26.938709677419357,0.49999999999999994,0.8660254037844387,25.648637992831542,23.325721171672228,1.3080441036876385,2.4295786671064685,27.782142857142855
2001-02-01,27.782142857142855,0.8660254037844386,0.5000000000000001,26.801574500768044,23.505554915514594,1.055836527578477,2.6819306144873662,26.822580645161292
2001-03-01,26.822580645161292,1.0,6.123233995736766e-17,27.18114439324117,23.651791474654377,0.5237087484876581,2.819185566809862,25.75
2001-04-01,25.75,0.8660254037844387,-0.4999999999999998,26.784907834101386,23.80290258576549,1.016595090721525,2.883703272265047,22.693548387096776
2001-05-01,22.693548387096776,0.49999999999999994,-0.8660254037844387,25.088709677419356,23.883816564260112,2.1424764911402066,2.8332049421386603,22.123333333333335
2001-06-01,22.123333333333335,1.2246467991473532e-16,-1.0,23.522293906810035,23.983538786482338,1.9502030997081627,2.739156872868769,21.174193548387095
2001-07-01,21.174193548387095,-0.4999999999999997,-0.8660254037844388,21.99702508960573,24.127624807987715,0.7675122870695209,2.51503126866639,21.906451612903226
2001-08-01,21.906451612903226,-0.8660254037844385,-0.5000000000000004,21.734659498207886,24.258538786482333,0.4973439261169848,2.3340721525269936,21.616666666666667
2001-09-01,21.616666666666667,-1.0,-1.8369701987210297e-16,21.565770609319,24.26548323092678,0.3687726599847949,2.3253344974844627,22.448387096774194
2001-10-01,22.448387096774194,-0.8660254037844386,0.5000000000000001,21.990501792114696,24.10526817716334,0.4221824758721844,2.382925451745951,24.09333333333333
2001-11-01,24.09333333333333,-0.5000000000000004,0.8660254037844384,22.719462365591397,24.086101510496672,1.260389144458011,2.3819368072144678,25.09032258064516
2001-12-01,25.09032258064516,-2.4492935982947064e-16,1.0,23.877347670250895,24.036639144905276,1.3341450933938768,2.351712855483293,26.016129032258064
2002-01-01,26.016129032258064,0.49999999999999994,0.8660254037844387,25.06659498207885,23.959757424475168,0.9616174260854236,2.261566716647176,25.782142857142855
2002-02-01,25.782142857142855,0.8660254037844386,0.5000000000000001,25.629531490015356,23.7930907578085,0.4814011513222943,2.01446246131015,27.37741935483871
2002-03-01,27.37741935483871,1.0,6.123233995736766e-17,26.39189708141321,23.839327316948285,0.8614685113802107,2.095072091825523,25.826666666666664
2002-04-01,25.826666666666664,0.8660254037844387,-0.4999999999999998,26.328742959549412,23.845716205837174,0.9084532067924007,2.1015352730752066,23.85483870967742
2002-05-01,23.85483870967742,0.49999999999999994,-0.8660254037844387,25.6863082437276,23.942490399385562,1.7654798117179693,2.0701595271613082,23.029999999999998
2002-06-01,23.029999999999998,1.2246467991473532e-16,-1.0,24.23716845878136,24.018045954941115,1.4369997003821877,2.0134991645293288,21.032258064516128
2002-07-01,21.032258064516128,-0.4999999999999997,-0.8660254037844388,22.639032258064514,24.006217997951868,1.4513380743421904,2.0320549775738734,23.258064516129032
2002-08-01,23.258064516129032,-0.8660254037844385,-0.5000000000000004,22.440107526881718,24.118852406554023,1.224554383190683,1.940482563958107,21.56
2002-09-01,21.56,-1.0,-1.8369701987210297e-16,21.95010752688172,24.1141301843318,1.1630526651478976,1.9471826491420603,24.88064516129032
2002-10-01,24.88064516129032,-0.8660254037844386,0.5000000000000001,23.23290322580645,24.31681835637481,1.6604655641410226,1.8835792377917289,25.46333333333333
2002-11-01,25.46333333333333,-0.5000000000000004,0.8660254037844384,23.96799283154122,24.430985023041472,2.105636123366306,1.9101337625453851,26.093548387096774
2002-12-01,26.093548387096774,-2.4492935982947064e-16,1.0,25.479175627240142,24.514587173579113,0.6066067857352946,1.9628420949946186,26.677419354838708
2003-01-01,26.677419354838708,0.49999999999999994,0.8660254037844387,26.07810035842294,24.569694700460825,0.6071904133763546,2.017356799140227,28.275000000000002
2003-02-01,28.275000000000002,0.8660254037844386,0.5000000000000001,27.01532258064516,24.777432795698925,1.1292992195903564,2.2665233376454017,26.54516129032258
2003-03-01,26.54516129032258,1.0,6.123233995736766e-17,27.165860215053765,24.708077956989246,0.962816880730908,2.191214300962562,25.333333333333332
2003-04-01,25.333333333333332,0.8660254037844387,-0.4999999999999998,26.71783154121864,24.666966845878136,1.478415353039492,2.1728708145283337,22.73225806451613
2003-05-01,22.73225806451613,0.49999999999999994,-0.8660254037844387,24.870250896057346,24.57341845878136,1.9481765218086398,2.234310422260663,22.546666666666667
2003-06-01,22.546666666666667,1.2246467991473532e-16,-1.0,23.537419354838708,24.533140681003584,1.5580729460950113,2.268753930897459,21.293548387096774
2003-07-01,21.293548387096774,-0.4999999999999997,-0.8660254037844388,22.19082437275986,24.55491487455197,0.7825849395270826,2.2330732622197744,20.62258064516129
2003-08-01,20.62258064516129,-0.8660254037844385,-0.5000000000000004,21.487598566308247,24.33529121863799,0.97661064840448,2.487338759972948,21.516666666666666
2003-09-01,21.516666666666666,-1.0,-1.8369701987210297e-16,21.144265232974913,24.33168010752688,0.46536173944703274,2.4917617300132764,23.151612903225807
2003-10-01,23.151612903225807,-0.8660254037844386,0.5000000000000001,21.763620071684585,24.187594086021505,1.2824743774322025,2.5070755927980555,24.490000000000002
2003-11-01,24.490000000000002,-0.5000000000000004,0.8660254037844384,23.052759856630825,24.106482974910392,1.4891295180049227,2.4776216394241377,25.638709677419353
2003-12-01,25.638709677419353,-2.4492935982947064e-16,1.0,24.426774193548386,24.068579749103943,1.2447532759555453,2.4477586915162344,25.270967741935483
2004-01-01,25.270967741935483,0.49999999999999994,0.8660254037844387,25.133225806451616,23.951375448028674,0.5866115506383629,2.3429119284536553,25.055172413793105
2004-02-01,25.055172413793105,0.8660254037844386,0.5000000000000001,25.32161661104931,23.683056482511432,0.29504731055711086,1.9550005119167313,24.883870967741935
2004-03-01,24.883870967741935,1.0,6.123233995736766e-17,25.070003707823506,23.54461562229638,0.1939741055133883,1.7853601127264422,24.933333333333334
2004-04-01,24.933333333333334,0.8660254037844387,-0.4999999999999998,24.957458904956127,23.511282288963045,0.08816222977778977,1.7523571281691477,22.27741935483871
2004-05-01,22.27741935483871,0.49999999999999994,-0.8660254037844387,24.031541218637994,23.47337906315659,1.519315393918078,1.775505297980111,21.183333333333334
2004-06-01,21.183333333333334,1.2246467991473532e-16,-1.0,22.798028673835123,23.359767952045484,1.928445111292869,1.8806970047098062,20.5258064516129
2004-07-01,20.5258064516129,-0.4999999999999997,-0.8660254037844388,21.328853046594983,23.29578945742183,0.8848270627063182,1.9683908744508318,20.79032258064516
2004-08-01,20.79032258064516,-0.8660254037844385,-0.5000000000000004,20.833154121863796,23.30976795204548,0.3308493701648787,1.9481731096726749,22.923333333333336
2004-09-01,22.923333333333336,-1.0,-1.8369701987210297e-16,21.413154121863798,23.426990174267704,1.314523919027534,1.8712754527348463,22.51290322580645
2004-10-01,22.51290322580645,-0.8660254037844386,0.5000000000000001,22.075519713261645,23.37376436781609,1.131773815987661,1.888821578039881,24.08
2004-11-01,24.08,-0.5000000000000004,0.8660254037844384,23.172078853046596,23.339597701149426,0.8126215755842009,1.8704130544939583,24.61935483870968
2004-12-01,24.61935483870968,-2.4492935982947064e-16,1.0,23.73741935483871,23.254651464590285,1.0942146604779774,1.7773362866194802,25.809677419354838
2005-01-01,25.809677419354838,0.49999999999999994,0.8660254037844387,24.8363440860215,23.299543937708563,0.8850193465925916,1.838641032803569,25.332142857142856
2005-02-01,25.332142857142856,0.8660254037844386,0.5000000000000001,25.25372503840246,23.322624807987708,0.5990233528172394,1.8642435371770674,26.116129032258065
2005-03-01,26.116129032258065,1.0,6.123233995736766e-17,25.75264976958525,23.42531298003072,0.3950920086784924,1.9878970518549495,25.546666666666667
2005-04-01,25.546666666666667,0.8660254037844387,-0.4999999999999998,25.664979518689194,23.476424091141833,0.40516296586460154,2.0374616450643233,23.503225806451614
2005-05-01,23.503225806451614,0.49999999999999994,-0.8660254037844387,25.055340501792116,23.57857462877624,1.3739966765153226,2.002308637829401,22.176666666666666
2005-06-01,22.176666666666666,1.2246467991473532e-16,-1.0,23.742186379928313,23.66135240655402,1.6976606306200182,1.9128174801797613,20.838709677419356
2005-07-01,20.838709677419356,-0.4999999999999997,-0.8660254037844388,22.172867383512543,23.68742767537122,1.3322621275043816,1.8677911685477886,22.774193548387096
2005-08-01,22.774193548387096,-0.8660254037844385,-0.5000000000000004,21.929856630824375,23.85275025601639,0.9910655119810651,1.6648200097936543,21.956666666666667
2005-09-01,21.956666666666667,-1.0,-1.8369701987210297e-16,21.856523297491037,23.77219470046083,0.9716202830768396,1.735755772157638,24.46451612903226
2005-10-01,24.46451612903226,-0.8660254037844386,0.5000000000000001,23.06512544802867,23.934829109062978,1.2789872005393703,1.6980583467422046,23.89333333333333
2005-11-01,23.89333333333333,-0.5000000000000004,0.8660254037844384,23.438172043010752,23.919273553507427,1.3144223376174937,1.6974624710397956,24.6
2005-12-01,24.6,-2.4492935982947064e-16,1.0,24.319283154121862,23.91766065028162,0.375051872672785,1.6967458350955757,26.148387096774194
2006-01-01,26.148387096774194,0.49999999999999994,0.8660254037844387,24.88057347670251,23.945886456733234,1.153411451249655,1.7335004887348862,26.900000000000002
2006-02-01,26.900000000000002,0.8660254037844386,0.5000000000000001,25.882795698924735,24.076541218637995,1.1727762331146905,1.8986956146025307,26.6
2006-03-01,26.6,1.0,6.123233995736766e-17,26.5494623655914,24.116863799283156,0.37834643971176796,1.9503824858372256,24.73
2006-04-01,24.73,0.8660254037844387,-0.4999999999999998,26.076666666666668,24.048808243727596,1.1758542993642116,1.909781789272707,21.783870967741933
2006-05-01,21.783870967741933,0.49999999999999994,-0.8660254037844387,24.371290322580645,23.905528673835125,2.4280196021336846,2.015978525217444,21.40666666666667
2006-06-01,21.40666666666667,1.2246467991473532e-16,-1.0,22.640179211469533,23.84136200716846,1.8196384166415824,2.0870118419584545,21.34193548387097
2006-07-01,21.34193548387097,-0.4999999999999997,-0.8660254037844388,21.510824372759856,23.88329749103943,0.23866998927363228,2.0253374943798272,22.261290322580646
2006-08-01,22.261290322580646,-0.8660254037844385,-0.5000000000000004,21.669964157706094,23.840555555555554,0.5131252346701861,2.0560506018243774,21.959999999999997
2006-09-01,21.959999999999997,-1.0,-1.8369701987210297e-16,21.85440860215054,23.840833333333336,0.46868484863439785,2.055773151966568,23.0258064516129
2006-10-01,23.0258064516129,-0.8660254037844386,0.5000000000000001,22.415698924731185,23.720940860215055,0.5494245720646039,2.0580448334802735,23.913333333333334
2006-11-01,23.913333333333334,-0.5000000000000004,0.8660254037844384,22.96637992831541,23.722607526881717,0.9780216825465105,2.058205225838427,25.825806451612905
2006-12-01,25.825806451612905,-2.4492935982947064e-16,1.0,24.254982078853047,23.824758064516132,1.4309237921658668,2.1347068703474035,25.280645161290323
2007-01-01,25.280645161290323,0.49999999999999994,0.8660254037844387,25.006594982078855,23.752446236559138,0.9852491982132466,2.0623092749026353,26.59642857142857
2007-02-01,26.59642857142857,0.8660254037844386,0.5000000000000001,25.900960061443936,23.72714861751152,0.661103278165933,2.0216504551702013,27.229032258064517
2007-03-01,27.229032258064517,1.0,6.123233995736766e-17,26.368701996927808,23.779567972350232,0.9939555393826537,2.109172967879179,25.953333333333333
2007-04-01,25.953333333333333,0.8660254037844387,-0.4999999999999998,26.592931387608804,23.881512416794678,0.6378566526744978,2.187400687847343,22.14516129032258
